Store_ID,Size_1,Size_2,Size_3,Size_4,Size_5,Size_6,Size_7,Size_8
509,0,7,9,3,2,1,0,0
510,5,5,4,7,0,2,0,0
511,1,3,3,7,7,0,3,1
512,0,0,0,0,2,2,7,10
513,2,1,4,0,5,10,3,2
514,0,0,0,1,1,5,12,11
515,0,0,1,1,0,4,2,1
516,0,0,1,4,3,0,0,2
517,0,0,1,2,2,8,2,3
518,3,3,3,9,5,1,1,0
519,0,2,5,8,4,2,3,1
520,0,0,1,0,2,5,2,2
521,0,0,2,2,2,1,1,2
522,0,0,0,1,5,5,7,6
523,0,2,2,4,4,6,3,1
524,0,0,0,0,1,8,10,5
525,1,1,2,2,4,7,3,3
526,2,3,3,2,1,0,0,0
527,0,0,0,0,3,5,5,10
528,0,0,0,0,1,2,1,1
529,1,3,3,3,0,0,0,0
530,1,2,3,8,11,2,3,1
531,0,0,3,6,7,3,3,0
532,0,7,6,9,10,4,1,0
533,5,3,4,4,0,0,0,0
534,0,0,0,1,4,4,6,5
535,7,8,4,3,0,0,0,0
536,0,0,3,2,5,3,6,0
537,0,0,0,1,1,3,6,8
538,1,3,0,2,1,1,0,0
539,0,4,5,6,2,3,2,0
540,0,3,2,2,0,0,0,0
541,0,0,0,3,7,5,6,2
542,3,5,5,2,0,0,0,0
543,0,0,0,0,1,1,1,6
544,0,0,2,0,3,7,2,4
545,1,8,7,5,3,1,0,0
546,0,0,2,2,4,3,1,0
547,0,0,3,2,1,3,0,1
548,1,4,4,5,2,0,0,0
549,4,6,3,5,0,1,0,0
550,3,4,2,2,1,2,1,0
551,1,3,8,4,6,2,0,0
552,4,13,5,2,3,0,0,0
553,0,8,10,4,2,0,0,0
554,0,0,1,3,2,5,5,4
555,3,3,7,6,6,0,0,0
556,1,0,1,1,4,6,2,1
557,1,5,1,3,1,0,0,0
558,0,0,3,3,4,1,2,0
559,0,0,1,2,6,3,4,1
560,1,2,2,5,1,2,1,0
561,0,0,0,1,3,0,5,5
562,0,0,1,3,3,1,3,0
563,0,0,0,0,1,2,4,1
564,0,0,0,1,3,3,1,2
565,0,0,0,1,6,4,3,3
566,1,5,8,3,6,2,0,0
567,6,2,1,4,3,0,0,0
568,0,2,0,3,5,5,2,2
569,4,10,11,4,1,0,0,0
570,0,0,0,0,1,2,3,2
571,0,1,5,3,6,1,0,0
572,0,0,0,0,1,6,4,4
573,0,0,0,1,2,4,8,6
574,1,9,2,7,4,1,0,0
575,0,0,1,0,2,4,9,10
576,2,6,3,4,0,0,0,0
577,1,6,5,3,0,0,0,0
578,0,2,6,6,10,2,1,0
579,0,0,3,1,5,5,1,0
580,6,3,2,5,0,0,0,0
581,0,0,1,0,4,2,5,6
582,1,2,5,2,9,4,3,2
583,0,0,0,1,5,6,6,5
584,0,0,0,0,1,4,9,11
585,0,0,0,2,3,4,0,2
586,1,3,2,1,0,0,0,0
587,0,0,0,0,1,2,3,4
588,1,4,2,4,2,3,0,0
589,2,1,0,2,0,0,0,0
590,0,0,0,1,1,1,3,2
591,0,0,1,2,3,3,1,1
592,3,8,7,5,0,0,0,0
593,1,7,1,1,1,0,0,0
594,1,4,7,6,2,3,0,0
595,1,1,4,3,4,4,2,0
596,0,1,0,4,5,4,2,0
597,2,1,5,4,1,4,0,0
598,5,1,4,0,0,1,0,0
599,0,0,0,0,1,7,4,0
600,0,0,1,4,2,3,2,1
601,2,0,2,4,0,1,0,0
602,0,0,1,1,0,4,2,0
603,3,4,2,2,0,0,0,0
604,0,0,0,1,1,0,1,3
605,0,0,0,0,1,3,5,3
606,0,0,0,1,0,0,7,6
607,0,0,0,0,0,2,8,3
608,0,0,0,0,1,3,8,8
609,0,0,3,2,5,5,5,1
610,3,6,5,3,1,0,0,0
611,0,0,0,2,2,2,0,0
612,0,1,3,1,5,5,0,0
613,2,4,4,5,2,1,0,0
614,0,0,0,1,0,2,2,3
615,4,6,12,4,2,1,0,0
616,7,8,6,1,1,0,0,0
617,2,4,3,1,0,1,0,0
618,0,0,0,0,1,0,1,7
619,0,1,7,11,7,4,1,2
620,0,0,0,1,2,6,6,4
621,0,1,2,0,1,3,1,0
622,1,2,4,4,0,0,0,0
623,1,3,2,4,7,0,0,0
624,5,4,3,1,1,0,0,0
625,3,3,2,7,1,0,0,0
626,0,0,2,5,3,8,5,4
627,4,3,2,3,3,1,0,0
628,0,0,3,2,6,8,3,2
629,0,0,0,1,2,3,1,3
630,3,2,3,1,0,0,0,0
631,0,1,2,3,4,9,1,1
632,5,3,6,4,3,1,0,0
633,1,1,1,7,6,5,1,2
634,0,0,0,0,1,2,5,15
635,1,1,3,2,0,0,0,0
636,4,5,3,5,2,2,0,0
637,0,0,2,3,4,7,3,1
638,0,0,1,2,4,0,0,0
639,3,4,3,1,0,0,0,0
640,0,0,1,5,2,5,3,0
641,0,0,1,0,2,3,4,1
642,4,3,6,4,4,1,0,1
643,0,0,0,0,0,0,3,1
644,2,1,7,1,5,1,2,0
645,2,2,3,1,3,2,0,0
646,5,6,3,3,0,0,0,0
647,4,7,1,1,1,0,0,0
648,4,6,3,1,1,0,0,0
649,0,0,4,4,1,6,4,0
650,0,0,2,3,3,5,4,4
651,3,3,5,0,3,1,0,0
652,0,0,0,0,1,4,7,6
653,0,0,0,2,3,8,3,2
654,1,1,5,3,3,5,2,0
655,1,3,6,5,4,3,0,0
656,0,0,0,0,3,4,4,2
657,0,0,0,0,1,0,0,3
658,0,0,0,2,4,4,11,2
659,3,1,3,6,7,1,0,0
660,5,0,2,2,3,1,0,0
661,2,6,8,0,1,0,0,0
662,0,0,1,4,7,7,6,7
663,0,1,0,0,2,9,5,10
664,0,0,2,1,3,2,1,1
665,6,6,6,2,0,0,0,0
666,1,0,3,6,4,1,1,0
667,0,1,4,0,1,2,2,0
668,0,1,4,1,1,4,0,0
669,0,3,2,2,2,1,1,0
670,2,3,4,0,0,0,0,0
671,0,1,6,2,3,0,0,0
672,0,0,0,2,5,5,5,7
673,0,0,1,1,4,6,2,1
674,0,0,1,2,4,4,4,3
675,6,4,5,2,3,1,0,0
676,7,3,8,6,0,0,0,1
677,0,0,0,2,1,3,2,3
678,1,3,2,3,0,0,0,0
679,0,0,0,1,1,7,7,15
680,0,0,0,1,2,4,7,6
681,0,0,1,1,5,6,3,4
682,2,4,0,3,0,0,0,0
683,0,1,1,3,4,2,1,0
684,0,0,0,0,3,3,6,12
685,0,0,0,1,1,3,6,13
686,2,1,7,5,2,1,2,0
687,0,0,0,1,0,3,6,5
688,0,0,0,1,7,2,0,1
689,1,3,6,7,3,2,0,0
690,0,0,2,0,2,2,1,0
691,0,0,1,0,0,5,5,4
692,0,0,3,6,8,1,1,0
693,0,0,1,0,2,5,6,8
694,0,0,2,1,0,4,2,0
695,0,1,1,1,1,3,1,0
696,2,7,6,3,1,0,0,0
697,0,0,0,0,1,3,3,1
698,1,1,7,1,5,1,1,0
699,2,4,7,1,0,0,0,0
700,0,0,0,3,5,8,0,2
701,0,0,0,0,0,1,9,3
702,1,4,1,1,1,0,0,0
703,0,0,1,2,2,7,2,4
704,1,2,0,1,2,2,1,0
705,0,0,1,3,4,5,3,0
706,0,0,0,4,2,5,12,7
707,0,0,0,0,0,5,4,8
708,0,0,0,0,2,6,13,8
709,3,1,2,2,1,0,0,0
710,0,0,0,1,2,7,8,4
711,0,0,2,2,4,4,3,1
712,3,2,5,4,2,1,0,0
713,1,0,1,3,8,7,1,3
714,0,0,0,1,2,7,2,0
715,0,1,2,1,4,3,3,2
716,0,3,1,6,5,5,3,0
717,0,0,0,2,1,9,8,10
718,0,0,0,0,2,2,5,11
719,2,4,6,1,1,0,0,0
720,5,7,2,6,1,0,0,0
721,3,4,3,4,5,0,0,0
722,1,4,4,4,1,0,0,0
723,2,3,1,5,0,0,0,0
724,0,0,0,0,1,4,12,5
725,0,0,0,1,2,5,3,2
726,0,0,4,9,6,7,4,2
727,2,7,4,1,1,0,0,0
728,0,0,0,0,2,5,5,5
729,1,2,2,1,5,3,2,1
730,0,0,0,0,3,3,3,6
731,0,1,1,1,4,2,1,1
732,7,4,7,4,4,1,0,0
733,5,6,5,4,0,1,0,0
734,1,1,3,4,1,2,0,0
735,4,3,5,6,3,0,1,0
736,2,5,11,5,3,1,0,0
737,2,4,4,8,4,3,0,0
738,2,4,3,3,7,0,1,0
739,0,2,3,1,2,4,1,3
740,4,8,2,5,2,0,0,0
741,7,3,5,2,3,0,0,0
742,0,0,0,0,0,3,1,5
743,0,1,0,3,4,3,7,5
744,0,0,0,1,2,4,5,8
745,0,0,1,3,2,2,0,1
746,0,0,1,0,7,3,9,4
747,2,2,6,3,1,1,0,0
748,0,5,3,3,2,0,1,1
749,0,2,1,4,14,6,8,0
750,1,2,2,2,1,2,0,0
751,1,3,2,2,1,0,0,0
752,2,9,4,2,0,0,0,0
753,5,3,7,1,4,0,0,0
754,7,12,2,6,0,0,0,0
755,0,0,2,3,5,3,2,0
756,1,1,1,1,3,1,1,1
757,0,0,0,0,0,2,5,3
758,2,3,2,5,3,1,4,0
759,0,3,2,12,7,6,1,2
760,1,3,1,6,1,4,1,0
761,0,0,0,2,2,2,1,1
762,1,3,7,7,3,1,0,0
763,1,2,0,2,3,1,0,0
764,4,8,5,2,5,0,0,0
765,1,3,4,0,1,0,0,0
766,0,0,0,0,0,2,6,7
767,0,0,0,0,7,5,6,5
768,0,0,0,1,2,5,8,6
769,1,3,1,6,2,1,0,0
770,0,2,10,10,4,4,0,0
771,0,0,1,3,2,5,0,2
772,0,0,2,3,3,8,3,1
